Name,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,SO,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,SO Ratio
Zach Davies,0.33811548875507313,ARI,NL,-0.41769581356128455,1.3273828118297117,-0.6017375673710461,1.327914966021871,-0.38326452846597775,1.2281786199474536,-0.6480075251652099,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,0.6768559384263336,1.0663059721280665,1.9281415017185517,1.9401644058885077,0.47659257410441147,1.263614730853003,0.3453764728797249,-0.6910374465621586,0.030416906729249564,0.37242396402510036,0.4187150812832271,-0.08234133225196631,0.10590449311346459,-0.3404145167836325,-0.5020799227733469,-0.33315451703092874
Noah Davis,-0.7866744983632543,COL,NL,-0.8293220710470419,-0.007155702489648047,-1.080430263122904,2.7494934768876793,-0.9138603311301707,-0.0002058284933714691,-0.6480075251652099,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-0.5362992620312812,-0.04335573045496713,0.29415352933488165,0.33519362878402037,-0.13640408155402114,-0.27268687174289236,-0.5664467503181334,-0.8236967196283888,0.7559288804674947,1.4643877525506608,1.720438079438284,0.6679076309232014,0.3055795188825748,-0.18309248139731732,-0.5633452365637349,-0.15857512296605186
Jos De Len,0.33811548875507313,MIN,AL,-0.8293220710470419,-0.45200187392943464,-1.080430263122904,0.13519739188987676,-0.38326452846597775,-0.46084999665868087,-0.002379994249354749,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-0.5706044219413936,-0.565549472846983,-0.49258142033132984,-0.499391175310313,-0.5450685186596429,-0.7245402842710968,-0.5360526428782048,-0.21346406352373007,-0.3748690923934941,-0.34048233103139647,-0.1280085779418967,-0.17612245264886237,-0.4265622422708296,0.16301599645257625,0.5394304116632511,0.11458836388335562
Enyel De Los Santos,-0.5054770015836725,CLE,AL,0.8171829588959875,-0.45200187392943464,1.2127083991614445,-0.749438152023521,1.8907174829519922,-0.614398052713784,-0.002379994249354749,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,0.14980393617096888,-0.20654127495247207,-0.31102720117758875,-0.30679468205777455,-0.5450685186596429,0.26953722329095303,0.011041291040510182,0.6222893567935198,-0.5049608945810415,-0.6099956864795842,-0.726801157093223,-0.7388091750302382,-0.12704970361716417,-0.18309248139731732,-0.20187988520044509,-0.1786985233355552
Yerry De Los Santos,-1.0678719951428362,PIT,NL,-0.8293220710470419,-0.45200187392943464,-1.080430263122904,-0.4633619811062531,-0.15586632732418074,-0.614398052713784,0.48184065393753656,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-0.6017909309505868,-0.7940092351434899,-0.6741356394850709,-0.6919876685628515,-0.9537329557652646,-0.27268687174289236,-0.6576290726379193,0.3702367379676826,-0.44992205519400214,-0.4256833272698557,-0.9871457567242344,-1.1139336566178222,0.5385337156132035,-0.3404145167836325,-0.7471411779348993,-0.3287632074374462
Jacob deGrom,1.7441029726529824,TEX,AL,-0.0060695560755272115,-0.8968480453692212,1.7859930647325313,-0.7450369801632555,-0.8380609307495717,0.3068902836168348,-0.6480075251652099,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-0.1651798048218823,-0.46763814614848,-0.43206334728008283,-0.499391175310313,-0.5450685186596429,-0.8149109667767378,0.3149823654397963,0.728416775246504,-1.5256811886679518,-1.1298956431183462,-0.8309389969456277,-0.5512469342364463,-0.892470635732087,1.6103787220066756,5.348757544208719,1.3039869735067215
Matt Dermody,0.9005104823142369,BOS,AL,-0.8293220710470419,-0.45200187392943464,-1.080430263122904,1.0506411388251342,-1.2170579326525668,-0.46084999665868087,-0.6480075251652099,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-0.9791476899618243,-0.9571947796409949,-0.9162079316900591,-0.88458416181539,-0.5450685186596429,-1.0860230142936604,-1.0223583619170626,-0.46551668234956733,3.087574258136613,-0.2744080890505504,0.05423264179981108,3.1062167612424965,-0.5263997551553848,-1.8821704635695213,-0.9309371193060636,-1.6525428578174417
Anthony DeSclafani,1.1817079790938188,SFG,NL,0.8171829588959875,2.6619213261490717,-0.12591129494704384,0.15720325119120498,0.07153187381761626,2.149466956278072,-0.6480075251652099,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,1.8619432807756742,2.078056348012597,2.2307318669747866,2.1327608991410463,1.9069181039740872,0.45027858830223483,1.2875938035175118,-0.25326184544359914,-0.16972432740543847,-0.35091510608100374,0.10630156172601317,0.1052209085418256,-0.7260747809244951,-0.30895010970636955,1.0785651730186667,-0.3234899418688265
Reid Detmers,-1.630266988702,LAA,AL,-0.0060695560755272115,2.2170751547092853,-0.4440842843389972,0.007563407942172573,0.07153187381761626,2.149466956278072,-0.6480075251652099,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,1.8962484406857871,1.8169594768165893,2.0491776478210455,1.9401644058885077,1.293921448315655,2.1673215559094117,2.6553286383142995,-0.10733664507074596,-0.5049608945810415,-0.1822519094456863,-0.1280085779418967,-0.17612245264886237,-0.16032887457868258,0.9810905804614151,0.47816509787286293,0.7653468563354096
Chris Devenski,0.9005104823142369,LAA,AL,0.40555670141023015,-0.007155702489648047,0.6394237335903572,0.3156454381607689,0.9053252780042053,-0.614398052713784,-0.002379994249354749,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-0.06850162689338338,-0.07599283935446811,0.11259931018114054,0.1425971355314819,0.06792813699878972,-0.36305755424853325,-0.049746923839347035,-0.29305962736346813,-0.2347702284992121,-0.3822134312298256,-0.1280085779418967,0.1052209085418256,-0.4931205841938664,0.16301599645257625,0.7048467588972991,0.11417007827214039
Alexis Daz,-0.7866744983632543,CIN,NL,0.40555670141023015,-0.45200187392943464,1.0693872327686726,-1.035514322940789,2.193915084474388,-0.614398052713784,5.0012333703485226,-0.1580546236336066,-0.1382956364463799,7.441300170382058,0.27454997220774163,-0.27181549275147404,-0.43206334728008283,-0.4351923442261335,-0.5450685186596429,0.5406492708078757,0.9836527291182257,1.670297614016738,-1.070359881011536,-0.7351889870748713,-0.9871457567242344,-0.7388091750302382,-0.027212190732609068,1.6418431290839386,0.6190753195907556,1.3534292118180415
Jake Diekman,2.0253004694325645,TOT,AL,-0.8293220710470419,-0.45200187392943464,-1.080430263122904,-0.06285534182207807,1.6633192818101952,-0.614398052713784,1.7730957157692468,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-0.10592543770441529,-0.435001037248979,0.1731173832323876,-0.11419818880523608,-0.34073630010683204,1.173244048347362,0.13261772080022463,-0.12060257237736897,-0.009611340097688131,0.052485529170477226,-0.8309389969456277,-0.3636846934426543,1.1375587929205344,0.8552329521523628,-0.624610550354123,0.6479391181736995
Jake Diekman,2.0253004694325645,CHW,AL,-0.8293220710470419,-0.45200187392943464,-1.080430263122904,1.574380590196748,-0.30746512808537874,-0.614398052713784,0.15902688847960902,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-0.7577234759965528,-0.7287350173444879,-0.2505091281263417,-0.4351923442261335,-0.7494007372124537,-0.0015748242259696647,-0.7184172875177764,-0.7175693011754046,0.6608617942535181,1.2348667014593007,-0.023870738089492523,-0.3636846934426543,2.135933921766086,0.13155158937531278,-1.0228350899916459,0.10708183291452102
Jake Diekman,2.0253004694325645,TBR,AL,-0.8293220710470419,-0.8968480453692212,-1.080430263122904,-0.9606944013162727,0.6779270768624083,-0.614398052713784,0.9660613021244279,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-0.47392624401289485,-0.7940092351434899,-0.6741356394850709,-0.756186499647031,-0.5450685186596429,-0.0015748242259696647,-0.20171746103899008,1.0733308852187022,-0.3748690923934941,-0.5960853197467746,-1.2735248163183468,-0.26990357304575835,0.6050920575362404,1.232805837079519,-0.22638601071660036,1.0454353650632582
Brandon Dixon,0.6193129855346551,SDP,NL,-0.8293220710470419,-0.8968480453692212,-1.080430263122904,-1.920149866854187,-1.2170579326525668,-0.614398052713784,-0.48660064243624607,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-1.0727072169894039,-1.0877432152389988,-1.0977621508438002,-1.0771806550679284,-0.9537329557652646,-1.1763936967993014,-1.0527524693569912,-1.4604612303462934,-0.6650738818887921,-2.4479028910520646,-2.2888687548792914,-1.1139336566178222,-1.2918206872703075,-2.605851826346571,-1.543590257209945,-2.2462156258151555
Dylan Dodd,-1.0678719951428362,ATL,NL,-0.0060695560755272115,-0.45200187392943464,0.8314740965566716,1.3367173097424023,-0.9138603311301707,0.1533422275617317,-0.6480075251652099,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-0.3522988588770414,0.11982981404253781,0.11259931018114054,0.20679596661566138,0.6809247926572223,-0.45342823675417415,-0.6880231800778478,-0.6379737373356665,1.5364796935927794,0.7671306200685751,1.2778522600655644,1.699499955289057,-0.29344555842475606,-1.2214179149469975,-0.624610550354123,-1.0637968347823645
Seranthony Domnguez,-0.2242795048040906,PHI,NL,-0.41769581356128455,-0.007155702489648047,-0.12591129494704384,-0.014442451359155653,1.1327234791460021,-0.614398052713784,-0.16378687697831854,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-0.2618579827503812,-0.07599283935446811,-0.06895490897260058,-0.24259585097359507,-0.34073630010683204,-0.18231618923725146,-0.20171746103899008,-0.13386849968399198,-0.14470667313860253,0.25766343847942036,0.39268062132012604,-0.17612245264886237,-0.06049136169412733,0.3203380318388914,0.01867524444495206,0.2164269673605463
Josh Donaldson,2.306497966212146,NYY,AL,-0.8293220710470419,-0.8968480453692212,-1.080430263122904,-1.920149866854187,-1.2170579326525668,-0.614398052713784,-0.48660064243624607,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-1.0727072169894039,-1.0877432152389988,-1.0977621508438002,-1.0771806550679284,-0.9537329557652646,-1.1763936967993014,-1.0527524693569912,-1.4604612303462934,-0.6650738818887921,-2.4479028910520646,-2.2888687548792914,-1.1139336566178222,-1.2918206872703075,-2.605851826346571,-1.543590257209945,-2.2462156258151555
Camilo Doval,-1.0678719951428362,SFG,NL,-0.0060695560755272115,0.4376904689501385,0.06613906801927032,-0.8638686203904283,2.118115684093789,-0.614398052713784,6.1310815494512685,-0.1580546236336066,-0.1382956364463799,7.707570792365223,0.2994991794150961,-0.1412670571534701,-0.1294729820238476,-0.30679468205777455,-0.5450685186596429,0.45027858830223483,0.7404998695987969,0.9274056848458492,-0.8902327702903166,-0.6326000324203999,-0.7788700770194253,-0.7388091750302382,-0.09377053265564575,1.1069482087704674,0.4659120351147853,0.8672682241284105
Tommy Doyle,-0.5054770015836725,COL,NL,-0.8293220710470419,-0.8968480453692212,-1.080430263122904,-1.920149866854187,-1.1412585322719677,-0.614398052713784,-0.6480075251652099,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-0.9791476899618243,-1.0551061063394978,-1.0977621508438002,-1.0771806550679284,-0.9537329557652646,-1.0860230142936604,-0.991964254477134,-1.4604612303462934,-0.7901621532229723,-1.5785049702514589,-1.6900761757279652,-1.1139336566178222,-0.5263997551553848,-1.1899535078697345,-0.3182839814021825,-1.0588700898197279
Daniel Duarte,-0.7866744983632543,CIN,NL,-0.41769581356128455,-0.8968480453692212,1.7859930647325313,-0.7010252615605987,-0.23166572770477972,-0.614398052713784,-0.16378687697831854,-0.1580546236336066,-0.1382956364463799,-0.28054786712971497,-0.6984691088790858,-0.7613721262439889,-0.7951717855875651,-0.8203853307312104,-0.5450685186596429,-0.36305755424853325,-0.7488113949577051,0.8610760483127341,0.6058229548664786,0.09421662936890633,-0.4924910174253127,0.19900202893872146,0.7714879123438323,-0.43480773801542155,-0.8635452741366366,-0.4195301858221897
